country,player_name,display_name,position,role_group,sub_role,club_reference,fan_importance,expected_role,priority_tier,selection_status,source_type,last_updated,notes
Switzerland,Noah Okafor,Noah Okafor,Forward,Winger,Forward / winger,AC Milan,7,Attacker,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Tunisia,Ellyes Skhiri,Ellyes Skhiri,Midfielder,Midfielder,Defensive midfielder,Eintracht Frankfurt,7,Midfield leader,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Tunisia,Montassar Talbi,Montassar Talbi,Defender,Defender,Centre-back,,7,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Tunisia,Wahbi Khazri,Wahbi Khazri,Forward,Forward,Forward,,7,Experienced attacker,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Tunisia,Hannibal Mejbri,Hannibal Mejbri,Midfielder,Midfielder,Midfielder,,6,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Türkiye,Arda Güler,Arda Güler,Midfielder,Attacking Midfielder,Creator,Real Madrid,10,Key young creator,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Türkiye,Hakan Çalhanoğlu,Hakan Çalhanoğlu,Midfielder,Midfielder,Deep playmaker,Inter,9,Midfield leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Türkiye,Kenan Yıldız,Kenan Yıldız,Forward,Winger,Forward / winger,Juventus,8,Young attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Türkiye,Merih Demiral,Merih Demiral,Defender,Defender,Centre-back,Al Ahli,7,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Türkiye,Orkun Kökçü,Orkun Kökçü,Midfielder,Midfielder,Central midfielder,Benfica,7,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
USA,Christian Pulisic,Christian Pulisic,Forward,Winger,Winger / creator,AC Milan,10,Key attacker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
USA,Antonee Robinson,Antonee Robinson,Defender,Defender,Left-back,Fulham,8,Full-back,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
USA,Weston McKennie,Weston McKennie,Midfielder,Midfielder,Box-to-box midfielder,Juventus,8,Midfielder,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
USA,Gio Reyna,Gio Reyna,Midfielder,Attacking Midfielder,Creator,Borussia Dortmund,7,Creative option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
USA,Tim Weah,Tim Weah,Forward,Winger,Winger,Juventus,7,Wide option,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
USA,Tyler Adams,Tyler Adams,Midfielder,Midfielder,Defensive midfielder,Bournemouth,7,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
USA,Yunus Musah,Yunus Musah,Midfielder,Midfielder,Central midfielder,AC Milan,7,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Uruguay,Federico Valverde,Federico Valverde,Midfielder,Midfielder,Central midfielder,Real Madrid,10,Midfield leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Uruguay,Ronald Araújo,Ronald Araújo,Defender,Defender,Centre-back,Barcelona,9,Defensive leader,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Uruguay,Darwin Núñez,Darwin Núñez,Forward,Striker,Striker,Liverpool,8,Key forward,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Uruguay,Manuel Ugarte,Manuel Ugarte,Midfielder,Midfielder,Defensive midfielder,Manchester United,8,Ball-winner,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Uruguay,José María Giménez,José María Giménez,Defender,Defender,Centre-back,Atlético Madrid,7,Defender,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Uruguay,Rodrigo Bentancur,Rodrigo Bentancur,Midfielder,Midfielder,Central midfielder,Tottenham Hotspur,7,Midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Uzbekistan,Abbosbek Fayzullaev,Abbosbek Fayzullaev,Midfielder,Attacking Midfielder,Creator,CSKA Moscow,8,Young creator,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Uzbekistan,Abdukodir Khusanov,Abdukodir Khusanov,Defender,Defender,Centre-back,Manchester City,8,Key defender,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Uzbekistan,Eldor Shomurodov,Eldor Shomurodov,Forward,Striker,Striker,,8,Key striker,A,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
Uzbekistan,Jaloliddin Masharipov,Jaloliddin Masharipov,Midfielder,Attacking Midfielder,Creator,,7,Creative midfielder,B,fan_key_player_not_official_squad,curated_fan_layer,2026-05-22,Use for fan-facing key-player logic. Not an official World Cup squad or starting XI.
